antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'pink regency teacup and saucer', 'regency milk jug pink'})","frozenset({'green regency teacup and saucer', 'roses regency teacup and saucer'})",0.06177606177606178,0.11969111969111969,0.05405405405405406,0.875,7.310483870967742,0.04666000804996944,7.042471042471043
"frozenset({'pink regency teacup and saucer', 'regency milk jug pink'})",frozenset({'green regency teacup and saucer'}),0.06177606177606178,0.13127413127413126,0.05405405405405406,0.875,6.665441176470589,0.04594445521086448,6.94980694980695
"frozenset({'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'green regency teacup and saucer'}),0.06177606177606178,0.13127413127413126,0.05405405405405406,0.875,6.665441176470589,0.04594445521086448,6.94980694980695
"frozenset({'regency teapot roses', 'roses regency teacup and saucer'})",frozenset({'green regency teacup and saucer'}),0.06177606177606178,0.13127413127413126,0.05405405405405406,0.875,6.665441176470589,0.04594445521086448,6.94980694980695
"frozenset({'pink regency teacup and saucer', 'regency milk jug pink', 'roses regency teacup and saucer'})",frozenset({'green regency teacup and saucer'}),0.06177606177606178,0.13127413127413126,0.05405405405405406,0.875,6.665441176470589,0.04594445521086448,6.94980694980695
"frozenset({'regency cakestand 3 tier', 'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'green regency teacup and saucer'}),0.06177606177606178,0.13127413127413126,0.05405405405405406,0.875,6.665441176470589,0.04594445521086448,6.94980694980695
"frozenset({'regency cakestand 3 tier', 'regency tea plate pink'})",frozenset({'roses regency teacup and saucer'}),0.06177606177606178,0.16988416988416988,0.05405405405405406,0.875,5.150568181818182,0.0435592790805146,6.640926640926641
"frozenset({'regency cakestand 3 tier', 'regency tea plate pink', 'regency tea plate green'})",frozenset({'roses regency teacup and saucer'}),0.06177606177606178,0.16988416988416988,0.05405405405405406,0.875,5.150568181818182,0.0435592790805146,6.640926640926641
"frozenset({'regency tea plate roses', 'regency sugar bowl green'})",frozenset({'regency cakestand 3 tier'}),0.06177606177606178,0.23938223938223938,0.05405405405405406,0.875,3.655241935483871,0.039265962045884825,6.084942084942085
"frozenset({'regency tea plate pink', 'roses regency teacup and saucer'})",frozenset({'regency cakestand 3 tier'}),0.06177606177606178,0.23938223938223938,0.05405405405405406,0.875,3.655241935483871,0.039265962045884825,6.084942084942085
"frozenset({'regency tea plate pink', 'regency tea plate roses', 'regency tea plate green'})",frozenset({'regency cakestand 3 tier'}),0.06177606177606178,0.23938223938223938,0.05405405405405406,0.875,3.655241935483871,0.039265962045884825,6.084942084942085
"frozenset({'regency tea plate roses', 'green regency teacup and saucer'})","frozenset({'regency tea plate green', 'roses regency teacup and saucer'})",0.05791505791505792,0.06177606177606178,0.05019305019305019,0.8666666666666666,14.029166666666665,0.046615285997525374,7.036679536679532
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink'})","frozenset({'regency tea plate green', 'roses regency teacup and saucer'})",0.05791505791505792,0.06177606177606178,0.05019305019305019,0.8666666666666666,14.029166666666665,0.046615285997525374,7.036679536679532
"frozenset({'green regency teacup and saucer', 'regency tea plate roses'})","frozenset({'regency cakestand 3 tier', 'regency tea plate green', 'roses regency teacup and saucer'})",0.05791505791505792,0.06177606177606178,0.05019305019305019,0.8666666666666666,14.029166666666665,0.046615285997525374,7.036679536679532
"frozenset({'green regency teacup and saucer', 'regency tea plate green'})","frozenset({'regency cakestand 3 tier', 'regency tea plate roses', 'roses regency teacup and saucer'})",0.05791505791505792,0.06177606177606178,0.05019305019305019,0.8666666666666666,14.029166666666665,0.046615285997525374,7.036679536679532
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink'})","frozenset({'regency cakestand 3 tier', 'regency tea plate green', 'roses regency teacup and saucer'})",0.05791505791505792,0.06177606177606178,0.05019305019305019,0.8666666666666666,14.029166666666665,0.046615285997525374,7.036679536679532
"frozenset({'regency tea plate roses', 'regency tea plate green', 'roses regency teacup and saucer'})","frozenset({'regency cakestand 3 tier', 'regency tea plate pink'})",0.05791505791505792,0.06177606177606178,0.05019305019305019,0.8666666666666666,14.029166666666665,0.046615285997525374,7.036679536679532
"frozenset({'regency tea plate roses', 'green regency teacup and saucer'})","frozenset({'regency cakestand 3 tier', 'regency tea plate green'})",0.05791505791505792,0.0694980694980695,0.05019305019305019,0.8666666666666666,12.47037037037037,0.046168065473084774,6.978764478764475
"frozenset({'green regency teacup and saucer', 'regency tea plate green'})","frozenset({'regency cakestand 3 tier', 'regency tea plate roses'})",0.05791505791505792,0.0694980694980695,0.05019305019305019,0.8666666666666666,12.47037037037037,0.046168065473084774,6.978764478764475
"frozenset({'green regency teacup and saucer', 'regency tea plate green'})","frozenset({'regency tea plate roses', 'roses regency teacup and saucer'})",0.05791505791505792,0.0694980694980695,0.05019305019305019,0.8666666666666666,12.47037037037037,0.046168065473084774,6.978764478764475
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink'})","frozenset({'regency cakestand 3 tier', 'regency tea plate green'})",0.05791505791505792,0.0694980694980695,0.05019305019305019,0.8666666666666666,12.47037037037037,0.046168065473084774,6.978764478764475
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink'})","frozenset({'regency tea plate roses', 'roses regency teacup and saucer'})",0.05791505791505792,0.0694980694980695,0.05019305019305019,0.8666666666666666,12.47037037037037,0.046168065473084774,6.978764478764475
"frozenset({'regency sugar bowl green', 'regency tea plate green'})","frozenset({'regency cakestand 3 tier', 'regency tea plate roses'})",0.05791505791505792,0.0694980694980695,0.05019305019305019,0.8666666666666666,12.47037037037037,0.046168065473084774,6.978764478764475
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink', 'roses regency teacup and saucer'})","frozenset({'regency cakestand 3 tier', 'regency tea plate green'})",0.05791505791505792,0.0694980694980695,0.05019305019305019,0.8666666666666666,12.47037037037037,0.046168065473084774,6.978764478764475
"frozenset({'regency milk jug pink', 'regency tea plate green'})",frozenset({'regency tea plate pink'}),0.05791505791505792,0.07722007722007722,0.05019305019305019,0.8666666666666666,11.223333333333333,0.045720844948644174,6.920849420849417
"frozenset({'regency sugar bowl green', 'regency tea plate green'})",frozenset({'regency tea plate pink'}),0.05791505791505792,0.07722007722007722,0.05019305019305019,0.8666666666666666,11.223333333333333,0.045720844948644174,6.920849420849417
"frozenset({'green regency teacup and saucer', 'regency tea plate green'})","frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier'})",0.05791505791505792,0.07722007722007722,0.05019305019305019,0.8666666666666666,11.223333333333333,0.045720844948644174,6.920849420849417
"frozenset({'regency tea plate roses', 'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'regency tea plate pink'}),0.05791505791505792,0.07722007722007722,0.05019305019305019,0.8666666666666666,11.223333333333333,0.045720844948644174,6.920849420849417
"frozenset({'green regency teacup and saucer', 'regency tea plate green'})","frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier', 'roses regency teacup and saucer'})",0.05791505791505792,0.07722007722007722,0.05019305019305019,0.8666666666666666,11.223333333333333,0.045720844948644174,6.920849420849417
"frozenset({'regency tea plate roses', 'regency tea plate green', 'roses regency teacup and saucer'})","frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier'})",0.05791505791505792,0.07722007722007722,0.05019305019305019,0.8666666666666666,11.223333333333333,0.045720844948644174,6.920849420849417
"frozenset({'regency cakestand 3 tier', 'regency tea plate roses', 'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'regency tea plate pink'}),0.05791505791505792,0.07722007722007722,0.05019305019305019,0.8666666666666666,11.223333333333333,0.045720844948644174,6.920849420849417
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink'})",frozenset({'regency tea plate green'}),0.05791505791505792,0.08108108108108109,0.05019305019305019,0.8666666666666666,10.688888888888886,0.045497234686423874,6.891891891891888
"frozenset({'regency tea plate pink', 'regency milk jug pink'})",frozenset({'regency tea plate green'}),0.05791505791505792,0.08108108108108109,0.05019305019305019,0.8666666666666666,10.688888888888886,0.045497234686423874,6.891891891891888
"frozenset({'regency milk jug pink', 'regency tea plate roses'})",frozenset({'regency tea plate green'}),0.05791505791505792,0.08108108108108109,0.05019305019305019,0.8666666666666666,10.688888888888886,0.045497234686423874,6.891891891891888
"frozenset({'regency tea plate pink', 'regency sugar bowl green'})",frozenset({'regency tea plate green'}),0.05791505791505792,0.08108108108108109,0.05019305019305019,0.8666666666666666,10.688888888888886,0.045497234686423874,6.891891891891888
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink', 'roses regency teacup and saucer'})",frozenset({'regency tea plate green'}),0.05791505791505792,0.08108108108108109,0.05019305019305019,0.8666666666666666,10.688888888888886,0.045497234686423874,6.891891891891888
"frozenset({'regency tea plate roses', 'regency tea plate green', 'roses regency teacup and saucer'})","frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer'})",0.05791505791505792,0.0888030888030888,0.05019305019305019,0.8666666666666666,9.759420289855072,0.04505001416198327,6.83397683397683
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink'})",frozenset({'regency tea plate roses'}),0.05791505791505792,0.09266409266409266,0.05019305019305019,0.8666666666666666,9.352777777777778,0.04482640389976297,6.8050193050193
"frozenset({'regency milk jug pink', 'regency tea plate green'})",frozenset({'regency sugar bowl green'}),0.05791505791505792,0.09266409266409266,0.05019305019305019,0.8666666666666666,9.352777777777778,0.04482640389976297,6.8050193050193
"frozenset({'regency sugar bowl green', 'regency tea plate green'})",frozenset({'regency milk jug pink'}),0.05791505791505792,0.09266409266409266,0.05019305019305019,0.8666666666666666,9.352777777777778,0.04482640389976297,6.8050193050193
"frozenset({'regency milk jug pink', 'regency tea plate green'})",frozenset({'regency tea plate roses'}),0.05791505791505792,0.09266409266409266,0.05019305019305019,0.8666666666666666,9.352777777777778,0.04482640389976297,6.8050193050193
"frozenset({'regency tea plate pink', 'regency sugar bowl green'})",frozenset({'regency tea plate roses'}),0.05791505791505792,0.09266409266409266,0.05019305019305019,0.8666666666666666,9.352777777777778,0.04482640389976297,6.8050193050193
"frozenset({'regency milk jug pink', 'green regency teacup and saucer', 'roses regency teacup and saucer'})",frozenset({'regency sugar bowl green'}),0.05791505791505792,0.09266409266409266,0.05019305019305019,0.8666666666666666,9.352777777777778,0.04482640389976297,6.8050193050193
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink', 'roses regency teacup and saucer'})",frozenset({'regency tea plate roses'}),0.05791505791505792,0.09266409266409266,0.05019305019305019,0.8666666666666666,9.352777777777778,0.04482640389976297,6.8050193050193
"frozenset({'green regency teacup and saucer', 'regency tea plate green'})","frozenset({'pink regency teacup and saucer', 'roses regency teacup and saucer'})",0.05791505791505792,0.10424710424710425,0.05019305019305019,0.8666666666666666,8.31358024691358,0.044155573113102066,6.718146718146714
"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer', 'regency sugar bowl green'})","frozenset({'pink regency teacup and saucer', 'roses regency teacup and saucer'})",0.05791505791505792,0.10424710424710425,0.05019305019305019,0.8666666666666666,8.31358024691358,0.044155573113102066,6.718146718146714
"frozenset({'green regency teacup and saucer', 'regency tea plate green'})",frozenset({'pink regency teacup and saucer'}),0.05791505791505792,0.10810810810810811,0.05019305019305019,0.8666666666666666,8.016666666666666,0.043931962850881766,6.689189189189185
"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer', 'regency sugar bowl green'})",frozenset({'pink regency teacup and saucer'}),0.05791505791505792,0.10810810810810811,0.05019305019305019,0.8666666666666666,8.016666666666666,0.043931962850881766,6.689189189189185
"frozenset({'regency tea plate roses', 'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'pink regency teacup and saucer'}),0.05791505791505792,0.10810810810810811,0.05019305019305019,0.8666666666666666,8.016666666666666,0.043931962850881766,6.689189189189185
"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer', 'regency sugar bowl green', 'roses regency teacup and saucer'})",frozenset({'pink regency teacup and saucer'}),0.05791505791505792,0.10810810810810811,0.05019305019305019,0.8666666666666666,8.016666666666666,0.043931962850881766,6.689189189189185
"frozenset({'regency cakestand 3 tier', 'regency tea plate roses', 'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'pink regency teacup and saucer'}),0.05791505791505792,0.10810810810810811,0.05019305019305019,0.8666666666666666,8.016666666666666,0.043931962850881766,6.689189189189185
"frozenset({'regency tea plate roses', 'green regency teacup and saucer'})","frozenset({'regency cakestand 3 tier', 'roses regency teacup and saucer'})",0.05791505791505792,0.11196911196911197,0.05019305019305019,0.8666666666666666,7.74022988505747,0.043708352588661466,6.6602316602316565
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink'})","frozenset({'regency cakestand 3 tier', 'roses regency teacup and saucer'})",0.05791505791505792,0.11196911196911197,0.05019305019305019,0.8666666666666666,7.74022988505747,0.043708352588661466,6.6602316602316565
"frozenset({'regency sugar bowl green', 'regency tea plate green'})","frozenset({'regency cakestand 3 tier', 'roses regency teacup and saucer'})",0.05791505791505792,0.11196911196911197,0.05019305019305019,0.8666666666666666,7.74022988505747,0.043708352588661466,6.6602316602316565
"frozenset({'pink regency teacup and saucer', 'green regency teacup and saucer', 'regency sugar bowl green'})","frozenset({'regency cakestand 3 tier', 'roses regency teacup and saucer'})",0.05791505791505792,0.11196911196911197,0.05019305019305019,0.8666666666666666,7.74022988505747,0.043708352588661466,6.6602316602316565
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink'})","frozenset({'green regency teacup and saucer', 'roses regency teacup and saucer'})",0.05791505791505792,0.11969111969111969,0.05019305019305019,0.8666666666666666,7.240860215053763,0.043261132064220865,6.6023166023165984
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink'})",frozenset({'green regency teacup and saucer'}),0.05791505791505792,0.13127413127413126,0.05019305019305019,0.8666666666666666,6.601960784313725,0.04259030127755996,6.515444015444012
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink', 'roses regency teacup and saucer'})",frozenset({'green regency teacup and saucer'}),0.05791505791505792,0.13127413127413126,0.05019305019305019,0.8666666666666666,6.601960784313725,0.04259030127755996,6.515444015444012
"frozenset({'regency teapot roses', 'regency sugar bowl green', 'roses regency teacup and saucer'})",frozenset({'green regency teacup and saucer'}),0.05791505791505792,0.13127413127413126,0.05019305019305019,0.8666666666666666,6.601960784313725,0.04259030127755996,6.515444015444012
"frozenset({'regency tea plate roses', 'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'green regency teacup and saucer'}),0.05791505791505792,0.13127413127413126,0.05019305019305019,0.8666666666666666,6.601960784313725,0.04259030127755996,6.515444015444012
"frozenset({'regency cakestand 3 tier', 'regency tea plate roses', 'regency tea plate green', 'roses regency teacup and saucer'})",frozenset({'green regency teacup and saucer'}),0.05791505791505792,0.13127413127413126,0.05019305019305019,0.8666666666666666,6.601960784313725,0.04259030127755996,6.515444015444012
"frozenset({'regency sugar bowl green', 'regency tea plate green'})",frozenset({'roses regency teacup and saucer'}),0.05791505791505792,0.16988416988416988,0.05019305019305019,0.8666666666666666,5.101515151515152,0.04035419865535696,6.225868725868722
"frozenset({'regency tea plate pink', 'regency sugar bowl green'})",frozenset({'roses regency teacup and saucer'}),0.05791505791505792,0.16988416988416988,0.05019305019305019,0.8666666666666666,5.101515151515152,0.04035419865535696,6.225868725868722
"frozenset({'regency cakestand 3 tier', 'regency milk jug pink', 'regency sugar bowl green'})",frozenset({'roses regency teacup and saucer'}),0.05791505791505792,0.16988416988416988,0.05019305019305019,0.8666666666666666,5.101515151515152,0.04035419865535696,6.225868725868722
"frozenset({'regency tea plate roses', 'green regency teacup and saucer'})",frozenset({'regency cakestand 3 tier'}),0.05791505791505792,0.23938223938223938,0.05019305019305019,0.8666666666666666,3.6204301075268814,0.03632921393539154,5.704633204633201
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink'})",frozenset({'regency cakestand 3 tier'}),0.05791505791505792,0.23938223938223938,0.05019305019305019,0.8666666666666666,3.6204301075268814,0.03632921393539154,5.704633204633201
"frozenset({'regency milk jug pink', 'regency tea plate green'})",frozenset({'regency cakestand 3 tier'}),0.05791505791505792,0.23938223938223938,0.05019305019305019,0.8666666666666666,3.6204301075268814,0.03632921393539154,5.704633204633201
"frozenset({'pink regency teacup and saucer', 'green regency teacup and saucer', 'regency sugar bowl green'})",frozenset({'regency cakestand 3 tier'}),0.05791505791505792,0.23938223938223938,0.05019305019305019,0.8666666666666666,3.6204301075268814,0.03632921393539154,5.704633204633201
"frozenset({'pink regency teacup and saucer', 'regency tea plate pink', 'roses regency teacup and saucer'})",frozenset({'regency cakestand 3 tier'}),0.05791505791505792,0.23938223938223938,0.05019305019305019,0.8666666666666666,3.6204301075268814,0.03632921393539154,5.704633204633201
"frozenset({'regency teapot roses', 'regency sugar bowl green', 'roses regency teacup and saucer'})",frozenset({'regency cakestand 3 tier'}),0.05791505791505792,0.23938223938223938,0.05019305019305019,0.8666666666666666,3.6204301075268814,0.03632921393539154,5.704633204633201
"frozenset({'pink regency teacup and saucer', 'green regency teacup and saucer', 'regency sugar bowl green', 'roses regency teacup and saucer'})",frozenset({'regency cakestand 3 tier'}),0.05791505791505792,0.23938223938223938,0.05019305019305019,0.8666666666666666,3.6204301075268814,0.03632921393539154,5.704633204633201
frozenset({'regency tea plate green'}),frozenset({'regency tea plate pink'}),0.08108108108108109,0.07722007722007722,0.0694980694980695,0.8571428571428571,11.1,0.06323698215590108,6.459459459459458
frozenset({'regency tea plate green'}),frozenset({'regency cakestand 3 tier'}),0.08108108108108109,0.23938223938223938,0.0694980694980695,0.8571428571428571,3.5806451612903225,0.050088698737347385,5.324324324324323
frozenset({'regency tea plate pink'}),frozenset({'regency tea plate roses'}),0.07722007722007722,0.09266409266409266,0.06563706563706563,0.85,9.172916666666667,0.058481537246016006,6.048906048906048
"frozenset({'regency sugar bowl green', 'roses regency teacup and saucer'})",frozenset({'pink regency teacup and saucer'}),0.07722007722007722,0.10810810810810811,0.06563706563706563,0.85,7.862499999999999,0.05728894918084107,5.945945945945945
"frozenset({'regency sugar bowl green', 'roses regency teacup and saucer'})",frozenset({'green regency teacup and saucer'}),0.07722007722007722,0.13127413127413126,0.06563706563706563,0.85,6.4750000000000005,0.05550006708307866,5.791505791505791
"frozenset({'regency cakestand 3 tier', 'regency sugar bowl green'})",frozenset({'roses regency teacup and saucer'}),0.07722007722007722,0.16988416988416988,0.06563706563706563,0.85,5.003409090909091,0.05251859692014132,5.534105534105533
"frozenset({'regency sugar bowl green', 'roses regency teacup and saucer'})",frozenset({'regency cakestand 3 tier'}),0.07722007722007722,0.23938223938223938,0.06563706563706563,0.85,3.550806451612903,0.047151950626854094,5.07078507078507
"frozenset({'regency tea plate roses', 'regency tea plate green'})",frozenset({'regency tea plate pink'}),0.07335907335907337,0.07722007722007722,0.06177606177606178,0.8421052631578947,10.905263157894737,0.056111268466480825,5.844272844272843
"frozenset({'regency milk jug pink', 'regency sugar bowl green'})",frozenset({'roses regency teacup and saucer'}),0.07335907335907337,0.16988416988416988,0.06177606177606178,0.8421052631578947,4.956937799043062,0.04931351649498368,5.257400257400256
"frozenset({'regency tea plate roses', 'regency tea plate green'})",frozenset({'regency cakestand 3 tier'}),0.07335907335907337,0.23938223938223938,0.06177606177606178,0.8421052631578947,3.5178268251273344,0.04421520251636082,4.817245817245816
"frozenset({'regency cakestand 3 tier', 'regency tea plate roses'})","frozenset({'regency tea plate green', 'roses regency teacup and saucer'})",0.0694980694980695,0.06177606177606178,0.05791505791505792,0.8333333333333334,13.489583333333334,0.05362174088042814,5.629343629343631
"frozenset({'regency cakestand 3 tier', 'regency tea plate green'})","frozenset({'regency tea plate roses', 'roses regency teacup and saucer'})",0.0694980694980695,0.0694980694980695,0.05791505791505792,0.8333333333333334,11.99074074074074,0.05308507625109942,5.583011583011585
"frozenset({'regency tea plate roses', 'roses regency teacup and saucer'})","frozenset({'regency cakestand 3 tier', 'regency tea plate green'})",0.0694980694980695,0.0694980694980695,0.05791505791505792,0.8333333333333334,11.99074074074074,0.05308507625109942,5.583011583011585
frozenset({'regency teapot roses'}),"frozenset({'regency sugar bowl green', 'roses regency teacup and saucer'})",0.0694980694980695,0.07722007722007722,0.05791505791505792,0.8333333333333334,10.791666666666668,0.052548411621770694,5.5366795366795385
"frozenset({'regency tea plate roses', 'roses regency teacup and saucer'})",frozenset({'regency tea plate green'}),0.0694980694980695,0.08108108108108109,0.05791505791505792,0.8333333333333334,10.277777777777777,0.052280079307106334,5.513513513513514
frozenset({'red kitchen scales'}),frozenset({'ivory kitchen scales'}),0.0694980694980695,0.09652509652509653,0.05791505791505792,0.8333333333333334,8.633333333333333,0.05120675004844889,5.420849420849422
"frozenset({'regency milk jug pink', 'roses regency teacup and saucer'})",frozenset({'green regency teacup and saucer'}),0.0694980694980695,0.13127413127413126,0.05791505791505792,0.8333333333333334,6.348039215686275,0.048791759216469645,5.212355212355214
frozenset({'regency sugar bowl green'}),frozenset({'roses regency teacup and saucer'}),0.09266409266409266,0.16988416988416988,0.07722007722007722,0.8333333333333334,4.90530303030303,0.06147791475976804,4.980694980694982
frozenset({'regency sugar bowl green'}),frozenset({'regency cakestand 3 tier'}),0.09266409266409266,0.23938223938223938,0.07722007722007722,0.8333333333333334,3.481182795698925,0.05503793920782338,4.563706563706565
"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer'})","frozenset({'pink regency teacup and saucer', 'roses regency teacup and saucer'})",0.0888030888030888,0.10424710424710425,0.07335907335907337,0.8260869565217391,7.9243156199677935,0.06410160850315291,5.1505791505791505
"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer'})",frozenset({'pink regency teacup and saucer'}),0.0888030888030888,0.10810810810810811,0.07335907335907337,0.8260869565217391,7.641304347826087,0.06375873943441511,5.128378378378378
"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer', 'roses regency teacup and saucer'})",frozenset({'pink regency teacup and saucer'}),0.0888030888030888,0.10810810810810811,0.07335907335907337,0.8260869565217391,7.641304347826087,0.06375873943441511,5.128378378378378
"frozenset({'pink regency teacup and saucer', 'regency sugar bowl green'})","frozenset({'regency milk jug pink', 'roses regency teacup and saucer'})",0.06563706563706563,0.0694980694980695,0.05405405405405406,0.823529411764706,11.84967320261438,0.04949240470475992,5.272844272844275
"frozenset({'regency tea plate pink', 'regency tea plate roses'})","frozenset({'regency cakestand 3 tier', 'regency tea plate green'})",0.06563706563706563,0.0694980694980695,0.05405405405405406,0.823529411764706,11.84967320261438,0.04949240470475992,5.272844272844275
"frozenset({'pink regency teacup and saucer', 'regency sugar bowl green'})",frozenset({'regency milk jug pink'}),0.06563706563706563,0.09266409266409266,0.05405405405405406,0.823529411764706,8.887254901960786,0.04797185492166187,5.141570141570144
"frozenset({'pink regency teacup and saucer', 'regency sugar bowl green', 'roses regency teacup and saucer'})",frozenset({'regency milk jug pink'}),0.06563706563706563,0.09266409266409266,0.05405405405405406,0.823529411764706,8.887254901960786,0.04797185492166187,5.141570141570144
"frozenset({'regency cakestand 3 tier', 'regency sugar bowl green', 'roses regency teacup and saucer'})",frozenset({'pink regency teacup and saucer'}),0.06563706563706563,0.10810810810810811,0.05405405405405406,0.823529411764706,7.61764705882353,0.04695815506626318,5.054054054054056
"frozenset({'pink regency teacup and saucer', 'regency sugar bowl green'})","frozenset({'regency cakestand 3 tier', 'roses regency teacup and saucer'})",0.06563706563706563,0.11196911196911197,0.05405405405405406,0.823529411764706,7.354969574036512,0.0467047301024135,5.032175032175034
"frozenset({'regency cakestand 3 tier', 'regency milk jug pink'})",frozenset({'roses regency teacup and saucer'}),0.06563706563706563,0.16988416988416988,0.05405405405405406,0.823529411764706,4.8475935828877015,0.04290335564466839,4.703989703989706
"frozenset({'regency tea plate pink', 'regency tea plate roses'})",frozenset({'roses regency teacup and saucer'}),0.06563706563706563,0.16988416988416988,0.05405405405405406,0.823529411764706,4.8475935828877015,0.04290335564466839,4.703989703989706
"frozenset({'pink regency teacup and saucer', 'regency sugar bowl green'})",frozenset({'regency cakestand 3 tier'}),0.06563706563706563,0.23938223938223938,0.05405405405405406,0.823529411764706,3.44022770398482,0.038341706295374256,4.310167310167312
"frozenset({'regency teapot roses', 'regency sugar bowl green'})",frozenset({'regency cakestand 3 tier'}),0.06563706563706563,0.23938223938223938,0.05405405405405406,0.823529411764706,3.44022770398482,0.038341706295374256,4.310167310167312
"frozenset({'regency tea plate pink', 'regency tea plate roses'})",frozenset({'regency cakestand 3 tier'}),0.06563706563706563,0.23938223938223938,0.05405405405405406,0.823529411764706,3.44022770398482,0.038341706295374256,4.310167310167312
"frozenset({'pink regency teacup and saucer', 'regency sugar bowl green', 'roses regency teacup and saucer'})",frozenset({'regency cakestand 3 tier'}),0.06563706563706563,0.23938223938223938,0.05405405405405406,0.823529411764706,3.44022770398482,0.038341706295374256,4.310167310167312
"frozenset({'regency tea plate green', 'roses regency teacup and saucer'})","frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer', 'regency tea plate roses'})",0.06177606177606178,0.05019305019305019,0.05019305019305019,0.8124999999999999,16.1875,0.04709232122359535,5.065637065637063
"frozenset({'regency tea plate green', 'roses regency teacup and saucer'})","frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier', 'regency tea plate pink'})",0.06177606177606178,0.05019305019305019,0.05019305019305019,0.8124999999999999,16.1875,0.04709232122359535,5.065637065637063
"frozenset({'regency tea plate green', 'roses regency teacup and saucer'})","frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier', 'regency tea plate roses'})",0.06177606177606178,0.05019305019305019,0.05019305019305019,0.8124999999999999,16.1875,0.04709232122359535,5.065637065637063
"frozenset({'regency cakestand 3 tier', 'regency tea plate pink'})","frozenset({'pink regency teacup and saucer', 'regency tea plate green'})",0.06177606177606178,0.05405405405405406,0.05019305019305019,0.8124999999999999,15.031249999999996,0.046853803610560366,5.045045045045042
"frozenset({'regency tea plate pink', 'roses regency teacup and saucer'})","frozenset({'pink regency teacup and saucer', 'regency tea plate green'})",0.06177606177606178,0.05405405405405406,0.05019305019305019,0.8124999999999999,15.031249999999996,0.046853803610560366,5.045045045045042
"frozenset({'regency tea plate green', 'roses regency teacup and saucer'})","frozenset({'pink regency teacup and saucer', 'regency tea plate roses'})",0.06177606177606178,0.05405405405405406,0.05019305019305019,0.8124999999999999,15.031249999999996,0.046853803610560366,5.045045045045042
"frozenset({'regency tea plate pink', 'roses regency teacup and saucer'})","frozenset({'pink regency teacup and saucer', 'regency tea plate roses'})",0.06177606177606178,0.05405405405405406,0.05019305019305019,0.8124999999999999,15.031249999999996,0.046853803610560366,5.045045045045042
"frozenset({'regency cakestand 3 tier', 'regency tea plate pink'})","frozenset({'pink regency teacup and saucer', 'regency tea plate green', 'roses regency teacup and saucer'})",0.06177606177606178,0.05405405405405406,0.05019305019305019,0.8124999999999999,15.031249999999996,0.046853803610560366,5.045045045045042
"frozenset({'regency tea plate pink', 'roses regency teacup and saucer'})","frozenset({'pink regency teacup and saucer', 'regency cakestand 3 tier', 'regency tea plate green'})",0.06177606177606178,0.05405405405405406,0.05019305019305019,0.8124999999999999,15.031249999999996,0.046853803610560366,5.045045045045042
"frozenset({'regency cakestand 3 tier', 'regency tea plate roses', 'roses regency teacup and saucer'})","frozenset({'pink regency teacup and saucer', 'regency tea plate green'})",0.06177606177606178,0.05405405405405406,0.05019305019305019,0.8124999999999999,15.031249999999996,0.046853803610560366,5.045045045045042
"frozenset({'regency cakestand 3 tier', 'regency tea plate green', 'roses regency teacup and saucer'})","frozenset({'pink regency teacup and saucer', 'regency tea plate roses'})",0.06177606177606178,0.05405405405405406,0.05019305019305019,0.8124999999999999,15.031249999999996,0.046853803610560366,5.045045045045042
